BOF2016001,2016.015,A,30/08/2016,8:57:00,9:09:00,45.0909,-67.0982,45.0959,-67.102,28,26,2,25.76,14.09
BOF2016001,2016.016,D,30/08/2016,11:22:00,11:43:00,44.8955,-66.8924,44.9049,-66.8882,44,40,2,44.97,11.96
BOF2016001,2016.017,D,30/08/2016,13:22:00,13:33:00,44.9934,-66.783,44.9917,-66.7751,60,61,2,61.36,11.33
BOF2016001,2016.018,D,31/08/2016,10:05:00,10:10:00,45.0227,-66.7808,45.0212,-66.7761,41,42,2,41.41,12.97
BOF2016001,2016.019,D,31/08/2016,11:00:00,11:33:00,45.0054,-66.7383,44.9984,-66.7584,56,58,2,57.17,11.29
BOF2016001,2016.02,D,31/08/2016,13:07:00,13:29:00,44.9271,-66.867,44.9374,-66.8708,84,82,2,84.98,11.77
BOF2016001,2016.021,C,1/11/2016,9:24:00,9:26:00,45.0178,-67.0238,45.0178,-67.0242,25,28,1.4,20.12,10.8
BOF2016001,2016.022,C,1/11/2016,9:47:00,10:07:00,45.0206,-67.0134,45.0268,-66.9978,28,27,2,27.85,11.22
BOF2016001,2016.023,B,1/11/2016,11:05:00,11:25:00,45.0713,-66.9372,45.0802,-66.9469,79,68,2,82.16,11.41
BOF2016001,2016.024,A,2/11/2016,9:17:00,9:27:00,45.1076,-67.1082,45.1013,-67.1053,27,27,2,26.4,11.08
BOF2016001,2016.025,D,2/11/2016,11:23:00,11:44:00,44.9383,-66.8925,44.9261,-66.8904,71,69,1.9,79.97,11.53
BOF2016001,2016.026,B,2/11/2016,13:15:00,13:27:00,45.1227,-66.9375,45.1263,-66.9456,18,18,2,17.53,11.19
