"ID","Pressure (Decibar)","Depth (Meter)","Temperature (Celsius)","Conductivity (MicroSiemens per Centimeter)","Specific conductance (MicroSiemens per Centimeter)","Salinity (Practical Salinity Scale)","Sound velocity (Meters per Second)","Density (Kilograms per Cubic Meter)"
1,8.25,8.21415084756813,11.7669124603271,36858.91796875,50125.1199818888,32.1498766681077,1492.75204186248,1024.45704193074
1,8.55,8.51280250627512,11.757155418396,36842.001953125,50115.4149903104,32.1417820069606,1492.71352790059,1024.45389904152
1,8.85,8.81145513861353,11.7473983764648,36825.0859375,50105.7048450604,32.1336833229871,1492.67499899398,1024.45075190133
1,9.15,9.11010662053909,11.7112731933594,36797.6171875,50117.5987464203,32.1381497588852,1492.5601361319,1024.46218111034
1,9.45,9.40875272702878,11.6946096420288,36811.3125,50159.0190754305,32.1657652657525,1492.54036885363,1024.48802084375
1,9.75,9.70739455624066,11.6850032806396,36803.91796875,50162.0753407062,32.1667800048195,1492.51321563709,1024.49191633385
1,10.05,10.0060356781083,11.673134803772,36790.5859375,50160.1323889497,32.1639824829752,1492.47364308888,1024.49326352699
1,10.35,10.3046766371457,11.6640195846558,36778.8046875,50156.5364411003,32.1603038727597,1492.44255595653,1024.49342310939
1,10.65,10.6033159393083,11.6405906677246,36765.95703125,50171.0757949596,32.1679979195483,1492.37539393303,1024.50502113137
1,10.95,10.9019530245751,11.6276578903198,36754.9453125,50173.7586150899,32.1683760656539,1492.33588098882,1024.50902314018
1,11.25,11.2005870392161,11.6218233108521,36769.765625,50201.9865489659,32.1877431965905,1492.34375712756,1024.52647932867
1,11.55,11.4992190093684,11.6220631599426,36764.35546875,50194.2712896676,32.1821435828847,1492.34282418728,1024.52344067291
1,11.85,11.7978519219913,11.6223030090332,36758.9453125,50186.5561314277,32.1765442049847,1492.34189156416,1024.52040222712
1,12.15,12.096484137308,11.6177768707275,36763.01953125,50198.3226084904,32.1843154920674,1492.34042077354,1024.5286148217
1,12.45,12.395116125949,11.6196217536926,36755.15625,50185.0572040571,32.1749340723899,1492.34053275047,1024.52234713971
1,12.75,12.6937499981539,11.6214666366577,36747.29296875,50171.7931361688,32.165553891025,1492.34064634485,1024.5160804952
1,13.05,12.9923830079629,11.604531288147,36743.08984375,50189.2642122806,32.1760343420248,1492.29930550697,1024.52865403823
1,13.35,13.291012702565,11.5944175720215,36743.9453125,50204.3040310509,32.1855251358428,1492.28046959267,1024.53921735687
1,13.65,13.5896404042447,11.5927276611328,36744.998046875,50208.0609939115,32.1878942382762,1492.28237594876,1024.5427182717
1,13.95,13.8882671422615,11.5910377502441,36746.05078125,50211.8183037933,32.1902635223083,1492.2842823605,1024.54621931798
1,14.25,14.1868924454734,11.5804080963135,36741.2578125,50219.8577388243,32.1947038942152,1492.25759133086,1024.55295316293
1,14.55,14.4855169706867,11.5759248733521,36733.1953125,50214.9917461999,32.1906174238382,1492.24204699104,1024.55194737488
1,14.85,14.7841418712899,11.5716514587402,36725.140625,50209.8471905663,32.1863553782523,1492.22701968228,1024.55076691279
1,15.15,15.0827671728681,11.5673780441284,36717.0859375,50204.7014325048,32.1820924532559,1492.21198926959,1024.54958557013
1,15.45,15.3813907981842,11.566517829895,36731.71875,50225.8909651631,32.1969800959416,1492.23178153231,1024.56265882232
1,15.75,15.6800135561507,11.56871509552,36723.65234375,50211.8439871695,32.1870829960919,1492.23250353242,1024.55592677051
1,16.05,15.9786383328795,11.570912361145,36715.5859375,50197.7986971261,32.1771873817078,1492.23322742768,1024.54919595388
1,16.35,16.2772619527428,11.5637474060059,36725.7109375,50221.4810337897,32.193157973495,1492.2323885533,1024.56425469581
1,16.65,16.5758852798582,11.5577688217163,36700.5703125,50195.3093629429,32.1737178351581,1492.19323132137,1024.55159432624
1,16.95,16.8745090674871,11.5519018173218,36705.3359375,50209.8852762095,32.1833375438617,1492.18928969273,1024.56148427886
1,17.25,17.1731310591105,11.5482969284058,36703.328125,50212.0908628081,32.1843879498233,1492.18294607331,1024.564307918
1,17.55,17.4717525495797,11.5452194213867,36699.515625,50211.103129296,32.1832200021747,1492.1757774959,1024.56531278329
1,17.85,17.770372799317,11.5451974868774,36708.2578125,50223.094054535,32.1916409198939,1492.19073705218,1024.57321146453
1,18.15,18.068992022556,11.5429658889771,36703.4609375,50219.5977319008,32.1887778492395,1492.18447977465,1024.57274625462
1,18.45,18.3676114381988,11.5407342910767,36698.6640625,50216.1009822152,32.1859144963415,1492.17822155553,1024.5722807792
1,18.75,18.666232362422,11.5374193191528,36680.72265625,50196.104897072,32.1711710016869,1492.15394934496,1024.56278395224
1,19.05,18.9648520927582,11.5201778411865,36683.4375,50223.5198025643,32.1886813672041,1492.11985489001,1024.58086299917
1,19.35,19.2634671437845,11.5019159317017,36680.1640625,50244.1627052288,32.2012466019688,1492.07625558437,1024.59528376047
1,19.65,19.5620804735195,11.4913492202759,36663.64453125,50236.0769259778,32.1941858817815,1492.03591076541,1024.59306457493
1,19.95,19.8606930174845,11.4882431030273,36669.025390625,50247.7267637787,32.2020192249864,1492.03942226745,1024.60106565726
1,20.25,20.159303286232,11.4851369857788,36674.40625,50259.3785851688,32.2098538770301,1492.04293507267,1024.60906777533
1,20.55,20.4579121826985,11.4813652038574,36670.8671875,50259.7243587016,32.2095560751123,1492.03437271478,1024.61087258178
1,20.85,20.7565212270798,11.4720706939697,36655.51171875,50251.4815052859,32.202522080455,1491.99847532064,1024.60844231421
1,21.15,21.0551295153252,11.473557472229,36666.0859375,50263.9288276412,32.2114341185167,1492.01929039712,1024.61645127536
1,21.45,21.3537362220629,11.4710960388184,36665.91015625,50267.0801519432,32.2132811861318,1492.01786566896,1024.61968523246
1,21.75,21.6523420430847,11.4686346054077,36665.734375,50270.2319016395,32.2151284318541,1492.01644070773,1024.62291929824
1,22.05,21.9509491895432,11.467098236084,36646.61328125,50246.1328894389,32.1976579018667,1491.99506636006,1024.61097884082
1,22.35,22.2495568680242,11.4552373886108,36643,50257.524878233,32.2043289401537,1491.96664606403,1024.61965779056
1,22.65,22.5481608430699,11.4506855010986,36658.7578125,50285.4161842788,32.2235726081295,1491.97879834239,1024.636784244
1,22.95,22.8467619118061,11.4366941452026,36645.53125,50286.575263888,32.222709157359,1491.93389017093,1024.63999294056
1,23.25,23.1453620761208,11.4324655532837,36643.5625,50289.7099379777,32.2243447879273,1491.92603768507,1024.64338088706
1,23.55,23.4439613098956,11.4282369613647,36641.59375,50292.8453398136,32.2259806241416,1491.91818398381,1024.64676887441
1,23.85,23.7425587782902,11.4180593490601,36640.44921875,50305.3291054836,32.2336105943592,1491.89675639492,1024.6558864951
1,24.15,24.041154864669,11.4176769256592,36639.359375,50304.3610521799,32.2327529405141,1491.89933275429,1024.65664344913
1,24.45,24.3397506286351,11.416880607605,36639.234375,50305.2894202978,32.2332002287466,1491.90203038257,1024.65848890366
1,24.75,24.6383459115894,11.4160842895508,36639.109375,50306.2178290174,32.2336475295526,1491.90472797895,1024.66033436168
1,25.05,24.9369396680484,11.4072780609131,36639.3828125,50318.7614729101,32.2414720072561,1491.88831340041,1024.66935531114
1,25.35,25.2355316010611,11.4022722244263,36637.1875,50322.6656760949,32.2435663114633,1491.87828736618,1024.67323889914
1,25.65,25.5341235810125,11.395751953125,36623.16015625,50312.4103651133,32.23540028859,1491.85065249116,1024.66942277884
1,25.95,25.8327160652224,11.3891615867615,36615.052734375,50310.3824569782,32.2330885686739,1491.82979608176,1024.67016760106
1,26.25,26.131308389332,11.3825712203979,36606.9453125,50308.3538141695,32.2307758643427,1491.80893424758,1024.67091123199
1,26.55,26.4298975024207,11.3630361557007,36611.7578125,50341.9979230204,32.2524174490041,1491.7715869295,1024.69259614405
1,26.85,26.7284836876323,11.3487682342529,36592.4453125,50335.1930341582,32.2458304062205,1491.7187314288,1024.69139639433
1,27.15,27.0270684393018,11.350811958313,36608.10546875,50353.9033883646,32.2592669024499,1491.74695557541,1024.70282523804
1,27.45,27.3256510676093,11.3288536071777,36586.34375,50354.3879275775,32.2569979908332,1491.6723676931,1024.70636026251
1,27.75,27.6242318432978,11.3203725814819,36587.6953125,50368.0065924687,32.2656117274385,1491.65798049372,1024.71593105503
1,28.05,27.9228098867361,11.3118915557861,36589.046875,50381.6316189258,32.2742286992836,1491.64359241593,1024.72550401612
1,28.35,28.2213857499502,11.3058004379272,36588.1171875,50388.8039186127,32.2785195933051,1491.63236774448,1024.73128593683
1,28.65,28.5199592371347,11.299298286438,36593.45703125,50405.1851670669,32.2893235251882,1491.62752722885,1024.74220325045
1,28.95,28.8185310979422,11.2972478866577,36590.33203125,50403.7277778022,32.2879260055052,1491.62360970329,1024.74283945942
1,29.25,29.1171028301687,11.2951974868774,36587.20703125,50402.2702238748,32.286528338408,1491.61969154441,1024.74347551995
1,29.55,29.4156753917141,11.2933368682861,36575.67578125,50388.9679722597,32.2767144418069,1491.6063241258,1024.73753640729
1,29.85,29.7142469121357,11.2794771194458,36576.078125,50408.7724370691,32.2891146170577,1491.57762668967,1024.75101185502
1,30.15,30.0128162244437,11.2706851959229,36567.2421875,50408.8108481757,32.2880112329904,1491.5504415862,1024.75308336091
1,30.45,30.3113843134708,11.2687320709229,36572.193359375,50418.3511128246,32.2944580800779,1491.55628737783,1024.75979872194
1,30.75,30.6099505026471,11.2667789459229,36577.14453125,50427.8924050437,32.3009056441753,1491.56213401806,1024.7665146557
1,31.05,30.908514826575,11.26442527771,36581.33203125,50436.9388886122,32.3069548209655,1491.56609833838,1024.77299265213
1,31.35,31.2070789770866,11.2653827667236,36574.34765625,50425.9777037427,32.2991306671827,1491.56498889801,1024.76809475004
1,31.65,31.5056444920354,11.265585899353,36567.5859375,50416.3727548551,32.2921864750701,1491.56229405156,1024.76401588091
1,31.95,31.8042083437883,11.2620429992676,36582.7578125,50442.2183455561,32.3100658751267,1491.57631090085,1024.77990182881
1,32.25,32.1027705761012,11.2607011795044,36573.86328125,50431.8202510692,32.3023794241732,1491.56730970304,1024.77552248882
1,32.55,32.4013341410861,11.2593593597412,36564.96875,50421.4213869952,32.2946927777061,1491.55830789004,1024.77114299273
1,32.85,32.6998972383654,11.2292995452881,36539.9296875,50428.7001765292,32.2963009708166,1491.45979706048,1024.77912284418
1,33.15,32.9984543176845,11.1865949630737,36534.33984375,50480.4885359221,32.3281340859322,1491.35317582752,1024.81284588393
1,33.45,33.2970040397709,11.1674537658691,36533.60546875,50506.1894946367,32.3440948979415,1491.31010484124,1024.8300210624
1,33.75,33.5955503663694,11.1595602035522,36531.607421875,50514.4520788256,32.3489371846432,1491.29314486208,1024.83654702171
1,34.05,33.894094848555,11.1516666412354,36529.609375,50522.7182712146,32.3537809224948,1491.27618189417,1024.84307370643
1,34.35,34.1926373215173,11.13916015625,36523.8984375,50532.3010822423,32.3590241743703,1491.24348391975,1024.85073137706
1,34.65,34.4911776697466,11.1313428878784,36523.01953125,50542.0178328093,32.3649069789016,1491.22802722166,1024.85805131127
1,34.95,34.7897160773606,11.1301794052124,36528.4140625,50551.1108218164,32.3711207102294,1491.23635537875,1024.86444505599
1,35.25,35.0882533814976,11.1293988227844,36527.947265625,50551.5569810551,32.3712211540316,1491.23867194131,1024.86601737779
1,35.55,35.3867902843865,11.1286182403564,36527.48046875,50552.0031595728,32.3713215985679,1491.24098845259,1024.86758969418
1,35.85,35.6853267031518,11.1255121231079,36525.140625,50553.1111926251,32.3716220240156,1491.23537025143,1024.86973105014
1,36.15,35.9838635455172,11.1205673217773,36511.859375,50541.6471587183,32.3627548379193,1491.21225191378,1024.8650709422
1,36.45,36.2824006586495,11.1185669898987,36512.1328125,50544.8248025889,32.36465786527,1491.21244846464,1024.86826163969
1,36.75,36.5809368991018,11.11656665802,36512.40625,50548.0027984499,32.3665610511491,1491.21264493098,1024.87145244334
1,37.05,36.8794723168896,11.1149892807007,36512.70703125,50550.6269813042,32.3681191918956,1491.21391314119,1024.87429976752
1,37.35,37.1780080571366,11.1159553527832,36506.05859375,50540.0704995289,32.3605886526856,1491.21318533997,1024.86962810439
1,37.65,37.476542902332,11.1144552230835,36517.3515625,50557.8048137896,32.3729155733277,1491.22768768773,1024.88083498501
1,37.95,37.7750757728329,11.1136403083801,36518.37109375,50560.3572250178,32.3745116269203,1491.23168273901,1024.88357625638
1,38.25,38.0736079015989,11.1128253936768,36519.390625,50562.9097514403,32.3761077414595,1491.23567784252,1024.88631756894
1,38.55,38.3721393369172,11.1084384918213,36515.9609375,50564.3036125351,32.3764609969622,1491.22561436239,1024.88872731402
1,38.85,38.6706716535019,11.1039476394653,36498.74609375,50546.7524745869,32.3633117983136,1491.19892853398,1024.88065629289
1,39.15,38.9692034123066,11.0936393737793,36501.546875,50565.0684002748,32.3750204002407,1491.18169927236,1024.89294688157
1,39.45,39.2677322561564,11.0841698646545,36499.841796875,50575.9754676075,32.381550060133,1491.16117911875,1024.90106092877
1,39.75,39.5662587931682,11.0747003555298,36498.13671875,50586.8882610903,32.3880821748555,1491.14065527358,1024.90917632101
1,40.05,39.8647829665591,11.0678873062134,36499.921875,50598.9185963662,32.3957208331249,1491.13080980551,1024.91768052917
1,40.35,40.1633068319787,11.0655488967896,36487.83984375,50585.4492166041,32.3857290070281,1491.11548336708,1024.91168070837
1,40.65,40.4618302887426,11.0584907531738,36490.25,50598.69289841,32.3942014498964,1491.10577397527,1024.92087632647
1,40.95,40.7603513695056,11.0514736175537,36490.5078125,50608.8990974457,32.4005151132173,1491.0936057313,1024.92838565345
1,41.25,41.0588703197005,11.0444564819336,36490.765625,50619.1092703674,32.4068306723846,1491.0814363528,1024.93589619986
1,41.55,41.3573884530096,11.0400085449219,36482.1640625,50613.4231586363,32.4021308526226,1491.06504551196,1024.93438476655
1,41.85,41.6559036632173,11.0288591384888,36496.6015625,50649.121891722,32.4261038035025,1491.05958147656,1024.9563589397
1,42.15,41.9544187004883,11.034688949585,36474.96875,50610.9110599387,32.3994611829599,1491.05296605382,1024.93596199076
1,42.45,42.2529354384705,11.0254807472229,36474.84375,50623.6738462008,32.4073327394777,1491.03494014744,1024.94506969164
1,42.75,42.5514495803298,11.0162725448608,36474.71875,50636.4431585308,32.4152073689563,1491.0169119816,1024.95417931102
1,43.05,42.8499591073185,10.9739274978638,36455.40625,50669.2051516544,32.433376380563,1490.89440780045,1024.97715078783
1,43.35,43.1484630679987,10.9587383270264,36457.046875,50692.8893659196,32.4482990636686,1490.86373118974,1024.99279507618
1,43.65,43.4469651422075,10.9588651657104,36452.5703125,50686.4859951981,32.4436289124983,1490.86348776753,1024.99049590397
1,43.95,43.7454679427103,10.9589920043945,36448.09375,50680.0826696501,32.4389589145022,1490.86324454742,1024.98819686951
1,44.25,44.0439698977652,10.960545539856,36459.23828125,50693.388731883,32.4484890808515,1490.8851558751,1024.99669186758
1,44.55,44.3424700087398,10.9583778381348,36461.09375,50699.0247364998,32.4521154540356,1490.88681539915,1025.00125113251
1,44.85,44.6409696489775,10.9561624526978,36455.7578125,50694.7284216711,32.4486656462571,1490.87977543804,1025.00031447102
1,45.15,44.9394687809691,10.9563155174255,36460.552734375,50701.1803207494,32.4531496773337,1490.89066058799,1025.00513137217
1,45.45,45.2379665669595,10.9564685821533,36465.34765625,50707.6321648968,32.4576337408661,1490.90154581167,1025.00994827381
1,45.75,45.536464571039,10.9566106796265,36456.1796875,50694.6831172781,32.4483058339446,1490.895740789,1025.00402328622
1,46.05,45.8349628843262,10.955283164978,36458.5,50699.7814934637,32.4516495561283,1490.90002485185,1025.00821438652
1,46.35,46.1334601366457,10.9520077705383,36457.716796875,50703.3112442069,32.4536439448853,1490.89580565393,1025.01169956617
1,46.65,46.4319564307723,10.9487323760986,36456.93359375,50706.841638162,32.4556385745254,1490.89158591714,1025.01518487347
1,46.95,46.7304519410668,10.9447212219238,36453.76953125,50708.0988418067,32.4559268959534,1490.88271011927,1025.01747259028
1,47.25,47.0289476580696,10.9413709640503,36444.0703125,50699.3324614029,32.4491592430274,1490.8676588181,1025.01415492211
1,47.55,47.3274427772395,10.9403305053711,36451.4140625,50711.0167741119,32.45722458021,1490.87864855597,1025.02196822469
1,47.85,47.6259365598654,10.9390296936035,36450.6015625,50711.7218707042,32.457443730798,1490.87925810692,1025.02372401403
1,48.15,47.9244298879442,10.9377288818359,36449.7890625,50712.4270183401,32.4576628833228,1490.87986751051,1025.02547979419
1,48.45,48.2229202568928,10.9125089645386,36444.45703125,50740.6166848948,32.4745769254419,1490.81611237541,1025.04443762813
1,48.75,48.5214059823383,10.901481628418,36447.734375,50760.7662996137,32.4874661294874,1490.79762672155,1025.05776248555
1,49.05,48.8198899557527,10.9048671722412,36448.734375,50757.3725313476,32.4853304449207,1490.81195510897,1025.05686103386
1,49.35,49.1183742483797,10.9082527160645,36449.734375,50753.9794030319,32.4831950615426,1490.82628304489,1025.05595969383
1,49.65,49.4168580157775,10.9064111709595,36452.390625,50760.2812927209,32.4873319680354,1490.82970380202,1025.06085830853
1,49.95,49.7153415793392,10.9052953720093,36445.4765625,50752.2305343738,32.4813401548451,1490.82347195619,1025.05774946164
1,50.25,50.0138260521419,10.9092197418213,36444.6875,50745.5853427457,32.4769548689234,1490.83699042092,1025.05500289264
1,50.55,50.3123108834814,10.910297870636,36445.140625,50744.6927289363,32.476321873746,1490.8449758345,1025.05567657058
1,50.85,50.6107955753961,10.9113759994507,36445.59375,50743.800168723,32.4756889117522,1490.85296122068,1025.05635024741
1,51.15,50.9092798210736,10.9147729873657,36451.3828125,50747.0600264173,32.4782900745295,1490.87304113194,1025.0591312716
1,51.45,51.207762603878,10.9085702896118,36452.72265625,50757.6914957202,32.4849846032756,1490.8641363195,1025.06678780131
1,51.75,51.5062444350597,10.8877487182617,36426.78515625,50751.003416542,32.4775909920587,1490.78655415884,1025.06605728071
1,52.05,51.8047250085066,10.882924079895,36432.39453125,50765.6433602395,32.4873013157928,1490.78614786396,1025.07581651507
1,52.35,52.1032027967847,10.8780994415283,36438.00390625,50780.2872412935,32.4970140624573,1490.78574352312,1025.0855776344
1,52.65,52.4016782412332,10.870306968689,36436.3515625,50789.015541887,32.5021575545246,1490.76932760359,1025.09230567898
1,52.95,52.7001534355991,10.8736066818237,36432.4375,50778.8885337523,32.4952213306861,1490.7775683865,1025.08768514832
1,53.25,52.9986296607057,10.8750505447388,36429.74609375,50773.093752606,32.4911441963494,1490.78269463388,1025.08561532371
1,53.55,53.2971054891227,10.8747062683105,36434.44921875,50780.1359351253,32.4959871142026,1490.79225917793,1025.09079970593
1,53.85,53.5955798647481,10.8743619918823,36439.15234375,50787.1782528083,32.5008301879678,1490.80182398603,1025.09598419896
1,54.15,53.8940524409056,10.8726081848145,36445.359375,50798.3127226695,32.5084154761021,1490.80971232445,1025.10355003752
1,54.45,54.192524362076,10.8627910614014,36429.25,50789.758579622,32.5010130480066,1490.77099165536,1025.10087306288
1,54.75,54.4909959682855,10.8620367050171,36433.55078125,50796.823226932,32.5058221041341,1490.77906489778,1025.10610327504
1,55.05,54.7894673267672,10.8637509346008,36429.779296875,50789.1371475705,32.5004320255348,1490.78356406854,1025.1029644537
1,55.35,55.087939655812,10.8654651641846,36426.0078125,50781.4518029383,32.4950425286106,1490.78806391061,1025.09982609779
1,55.65,55.3864101839868,10.8608732223511,36439.82421875,50807.2182080024,32.5126969093147,1490.79806133844,1025.11572470625
1,55.95,55.6848782557447,10.8612222671509,36440.35546875,50807.4643932725,32.5127868984829,1490.80434371474,1025.11708939534
1,56.25,55.9833465496668,10.8634548187256,36437.9921875,50801.0067235274,32.5083337791689,1490.81180724067,1025.11458832848
1,56.55,56.2818150655319,10.8591046333313,36433.25390625,50800.5627563621,32.5073638355925,1490.80018471465,1025.11595453291
1,56.85,56.5802832404208,10.854754447937,36428.515625,50800.1186814654,32.5063935653797,1490.78855996809,1025.11732031769
1,57.15,56.8787505745155,10.842098236084,36418.91015625,50804.6570214259,32.5079616297439,1490.75059900452,1025.12211994469
1,57.45,57.1772160950006,10.8400745391846,36425.43359375,50816.6264469197,32.5161063144863,1490.75820502563,1025.13016842473
1,57.75,57.4756800993163,10.8401598930359,36427.470703125,50819.3473631841,32.5179254352257,1490.76564168706,1025.13292489739
1,58.05,57.7741433578435,10.8402452468872,36429.5078125,50822.0682664887,32.5197445552107,1490.77307836684,1025.135681353
1,58.35,58.0726054856904,10.840313911438,36434.94921875,50829.5620802616,32.5249583090475,1490.78455340035,1025.1410819036
1,58.65,58.3710672115704,10.843695640564,36434.203125,50823.7257262164,32.5210877939542,1490.79679045151,1025.13883242031
1,58.95,58.6695297522996,10.8436822891235,36428.73046875,50816.1105978277,32.515539393788,1490.79498522329,1025.13587396566
1,59.25,58.9679926593419,10.8476591110229,36432.640625,50815.9270765287,32.5157637306498,1490.81427026587,1025.13670573912
1,59.55,59.2664555402644,10.8395147323608,36421.5390625,50811.9869011698,32.5118440876743,1490.7856506285,1025.13644312538
1,59.85,59.5649178640227,10.8376383781433,36423.607421875,50817.5330047544,32.5154354189124,1490.78828207936,1025.14092295305
1,60.15,59.8633789402306,10.8357620239258,36425.67578125,50823.079689125,32.5190270830931,1490.7909137817,1025.14540303504
1,60.45,60.1618397302815,10.8302040100098,36415.06640625,50816.1583395909,32.5132990422994,1490.7692600684,1025.14327847279
1,60.75,60.4603016535418,10.8307228088379,36407.19921875,50804.4442935016,32.5048992640566,1490.76589615657,1025.13800805023
1,61.05,60.7587611552441,10.8318920135498,36435.7421875,50842.6155304915,32.5320762327693,1490.8077812313,1025.16030370563
1,61.35,61.0572194448154,10.8356332778931,36420.734375,50816.3677373435,32.5137251057029,1490.80381359572,1025.14672465859
1,61.65,61.3556785356903,10.8311805725098,36425.0703125,50828.7331459654,32.5218556390777,1490.80280238592,1025.15518862101
1,61.95,61.6541352189825,10.8267278671265,36429.40625,50841.1016282435,32.529987999012,1490.80179245928,1025.16365398752
1,62.25,61.9525909831259,10.8313980102539,36430.73828125,50836.3339197993,32.5270357078334,1490.81970325405,1025.16189275545
1,62.55,62.2510479179894,10.8287286758423,36418.4921875,50823.0315914829,32.5171177689331,1490.80321810605,1025.15600104131
1,62.85,62.5495050690226,10.8305892944336,36425.16015625,50829.6972970924,32.5219596432642,1490.82059013406,1025.16079742939
1,63.15,62.8479605005788,10.827317237854,36429.44921875,50840.3252424658,32.5289968883292,1490.82243863894,1025.16820337996
1,63.45,63.1464150079986,10.8301906585693,36430.181640625,50837.2701498759,32.5270448657147,1490.83519537038,1025.16753589442
1,63.75,63.4448697664546,10.8330640792847,36430.9140625,50834.2155472562,32.5250930849041,1490.8479518212,1025.16686850487
1,64.05,63.7433247781369,10.8277721405029,36422.46875,50829.9380256814,32.5212781663921,1490.82954818399,1025.16618597489
1,64.35,64.0417796155885,10.8292055130005,36425.38671875,50831.9765917405,32.5227755675374,1490.84137029159,1025.16845519222
1,64.65,64.3402341422732,10.8293266296387,36424.2265625,50830.1857567834,32.5213884535033,1490.84506362284,1025.16871065837
1,64.95,64.6386895923493,10.8301906585693,36415.53125,50816.8259513443,32.5118597491871,1490.84155907643,1025.1625012899
1,65.25,64.937145282889,10.8296127319336,36419.66015625,50823.4074824238,32.5163450523377,1490.84986630752,1025.1674484133
1,65.55,65.2355995899169,10.8290348052979,36423.7890625,50829.989225825,32.5208305411702,1490.85817383218,1025.17239567538
1,65.85,65.534053074418,10.8280601501465,36422.484375,50829.551226556,32.5202727972675,1490.85898832595,1025.17348889204
1,66.15,65.8325060518917,10.8289737701416,36425.48046875,50832.4362043346,32.5223092578695,1490.86962091448,1025.17626870466
1,66.45,66.1309600343943,10.8306684494019,36413.72265625,50813.6245178784,32.5090025229749,1490.86449675845,1025.166974083
1,66.75,66.4294150429738,10.8300838470459,36414.8515625,50816.0289520259,32.5105147940087,1490.86919136509,1025.16960926211
1,67.05,66.7278695021631,10.8311805725098,36416.43359375,50816.6811864542,32.510984758294,1490.87858116703,1025.17113810263
1,67.35,67.0263235730123,10.8322772979736,36418.015625,50817.3333809563,32.5114546913177,1490.8879708394,1025.17266688163
1,67.65,67.3247767292742,10.8310708999634,36421.6953125,50824.1791240144,32.5160515194108,1490.89418756723,1025.17781108073
1,67.95,67.623228346729,10.8309965133667,36427.515625,50832.4065330011,32.5217691786602,1490.9057656719,1025.1836283497
1,68.25,67.9216804159637,10.8301839828491,36413.93359375,50814.6059355714,32.5088771761845,1490.89226436551,1025.17509704762
